MSG_CN,RCPTN_RGN_NM,CRT_DT,REG_YMD,EMRG_STEP_NM,SN,DST_SE_NM,MDFCN_YMD
"서초구에서 배회 중인 엄미란씨(여,40세)를 찾습니다- 158cm,77kg,흰운동복상의,검정운동복바지,흰색핸드백
vo.la/xrMff / ☎112 [서울경찰청]",서울특별시 서초구 ,2025-02-18 8:17,,안전안내,210046,기타,
"성남시 분당구에서 실종된 유창규씨(남,73세)를 찾습니다 -170cm,카키색패딩,검정바지,검정마스크,모자
vo.la/QyUGc / ☎112 [경기남부경찰청]","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2025-02-18 9:40,,안전안내,210049,기타,
"1호선 동두천~연천 간 열차 운행 중지 구간은 복구 시점까지 연계버스를 운행하오니, 버스 이용시간(약 50분 소요)을 참고하시기 바랍니다. [한국철도공사]","강원특별자치도 철원군 ,경기도 전체 ,서울특별시 전체 ",2025-02-18 12:00,,안전안내,210052,교통사고,
"1호선 단전 여파로 동두천~연천 구간 열차운행이 중지되어, 해당구간 전철 시간에 맞추어 연계버스를 운행하니 참고하시기 바랍니다. 1544-7788[연천군]",경기도 연천군 ,2025-02-18 12:03,,안전안내,210053,교통사고,
"오늘(18일)오후부터 많은 비가 내릴 예정입니다. 지하차도,저지대,하천변 등 위험지역은 접근하지 마시고 하천,계곡에서 야영을 금지하여 주시기 바랍니다.[여주시]",경기도 여주시 ,2025-02-18 16:30,,안전안내,210055,호우,
오후부터 내리는 비는 내일 낮까지 이어질 것으로 예보되고 있으며 도로결빙 우려는 없으나 비교적 많은 비로 노면이 미끄러우니 운전과 보행에 주의바랍니다. [광명시],경기도 광명시 ,2025-02-18 18:00,,안전안내,210061,호우,
"17시 52분 수원시 권선구 고색동 5번지 자동차정비소에서 화재가 발생하였으니 차량은 주변 도로를 우회하시고, 연기 흡입에 주의해 주시기 바랍니다.. [수원시]","경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ",2025-02-18 18:34,,안전안내,210062,화재,
"성북구에서 배회 중인 한경진씨(남,80세)를 찾습니다-156cm,64kg,카키색점퍼,회색바지,회색모자,보행기 
vo.la/CKwEc / ☎112 [서울경찰청]",서울특별시 성북구 ,2025-02-18 19:18,,안전안내,210068,기타,
"부천시에서 배회 중인 안전건씨(남,87세)를 찾습니다 -175cm,검정롱패딩,어두운색바지와 운동화,남색모자
vo.la/FXLNj / ☎112 [경기남부경찰청]","경기도 부천시 원미구 심곡동,경기도 부천시 원미구 원미동,경기도 부천시 원미구 소사동,경기도 부천시 원미구 역곡동,경기도 부천시 원미구 춘의동,경기도 부천시 원미구 도당동,경기도 부천시 원미구 약대동,경기도 부천시 원미구 중동,경기도 부천시 원미구 상동,경기도 부천시 소사구 심곡본동,경기도 부천시 소사구 소사본동,경기도 부천시 소사구 범박동,경기도 부천시 소사구 계수동,경기도 부천시 소사구 옥길동,경기도 부천시 소사구 괴안동,경기도 부천시 소사구 송내동,경기도 부천시 오정구 여월동,경기도 부천시 오정구 작동,경기도 부천시 오정구 원종동,경기도 부천시 오정구 오정동,경기도 부천시 오정구 고강동,경기도 부천시 오정구 대장동,경기도 부천시 오정구 삼정동,경기도 부천시 오정구 내동",2025-02-18 19:28,,안전안내,210069,기타,
학운2산업단지(삼도공단로63번길 21) 공장에서 화재사고로 연기 발생. 인근 주민들께서는 연기 흡입 등 안전사고에 유의바랍니다. [김포시청],경기도 김포시 양촌읍,2025-02-19 3:55,,안전안내,210080,화재,
"1호선 단전 여파로 동두천~연천 구간 열차운행이 중지되어, 해당구간 전철 시간에 맞추어 연계버스를 운행하니 참고하시기 바랍니다. [연천군] 1544-7788",경기도 연천군 ,2025-02-19 7:51,,안전안내,210094,교통사고,
"송파구에서 실종된 김승호씨(남,72세)를 찾습니다-170cm,75kg,옷차림불상,흰색슬리퍼(뉴발란스) vo.la/irxpQ / ☎182 [서울경찰청]",서울특별시 송파구 ,2025-02-19 9:30,,안전안내,210098,기타,
"성남시주민인 김태완씨(남,25세)를 찾습니다-174cm,흰티셔츠,검정바지,운동화,마스크,백팩,크로스백,쇼핑백 vo.la/wBZqA / ☎182 [경기남부경찰청]","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2025-02-19 10:45,,안전안내,210099,기타,
"영등포구에서 목격된 박은준씨(남,60세)를 찾습니다-160cm,50kg,상하의환자복,슬리퍼,짧은머리,허리굽음 vo.la/OhFcn / ☎182 [서울경찰청]",서울특별시 영등포구 ,2025-02-19 17:13,,안전안내,210106,기타,
"전철대체버스알림 2월20일(화)부터 연천역 첫차5:40 막차23:30 동두천역 첫차6:10 막차00:20 매시각 10분, 40분 출발 [연천군] 1544-7788",경기도 연천군 ,2025-02-19 20:24,,안전안내,210109,교통사고,
오늘 21시 35분경 이천시 신둔면 인후리445 플라스틱 공장에서 화재사고 발생. 인근 주민은 외출을 자제하는 등 안전에 유의하시기 바랍니다. [이천시],경기도 이천시 신둔면,2025-02-19 22:19,,안전안내,210110,화재,
"수원시 주민인 임현경씨(남, 47세)를 찾습니다 -160cm,58kg,검정잠바,검정바지,검정운동화,털모자 vo.la/vDnvv / ☎182 [경기남부경찰청]","경기도 수원시 장안구 ,경기도 수원시 권선구 ,경기도 수원시 팔달구 ,경기도 수원시 영통구 ",2025-02-20 11:12,,안전안내,210115,기타,
"오늘 11:30분경 동북선 도시철도 공사로 마장동 일대 통신장애 발생, KT에서 긴급 복구 중으로 약 3시간 소요 예상. [성동구청]",서울특별시 성동구 마장동,2025-02-20 12:12,,안전안내,210119,통신,
오늘 10시 마장동 공사현장 인근 KT 케이블 단선으로 광진구 일부지역 통신장애 발생. 인터넷·유선통신 서비스 어려울 수 있습니다. 조속히 복구중입니다.[광진구],서울특별시 광진구 ,2025-02-20 12:40,,안전안내,210120,통신,
"23일 오전까지 전국에 많은 비와 눈이 예보되어 있습니다. 결빙으로 미끄럼 사고 우려가 높아 감속운행, 차간거리 유지 등 안전운전에 유의 바랍니다 [국토교통부]","강원특별자치도 전체 ,경기도 전체 ,경상남도 전체 ,경상북도 전체 ,광주광역시 전체 ,대구광역시 전체 ,대전광역시 전체 ,부산광역시 전체 ,서울특별시 전체 ,울산광역시 전체 ,인천광역시 전체 ,전라남도 전체 ,전북특별자치도 전체 ,제주특별자치도 전체 ,충청남도 전체 ,충청북도 전체 ,세종특별자치시  ",2025-02-20 18:14,,안전안내,210134,대설,
"고양시에서 실종된 최강렬씨(남, 76세)를 찾습니다 -160cm,60kg, 패딩조끼,남방셔츠,검정바지,지팡이 vo.la/YiXkJ / ☎112 [경기북부경찰청]","경기도 고양시 덕양구 ,경기도 고양시 일산동구 ,경기도 고양시 일산서구 ",2025-02-20 18:23,,안전안내,210135,기타,
가평군 21일(목) 06시 대설예비특보 발효 예정입니다. 영하의 기온으로 도로결빙이 우려되니 감속운전 및 차간거리 유지 등 안전운전에 유의 바랍니다.[가평군],경기도 가평군 ,2025-02-20 20:21,,안전안내,210138,대설,
"20:44 상록구 본오동 1154-5번지에서 화재 발생. 차량은 주변 도로로 우회하시고, 인근 주민께서는 연기흡입 등 안전사고에 유의하시기 바랍니다.[안산시청]",경기도 안산시 ,2025-02-20 21:44,,안전안내,210140,화재,
"오늘 06시00분 대설주의보 발령. 내 집 앞 눈 치우기에 동참해 주세요. 차량 운행은 자제하시고, 출퇴근 시에는 대중교통을 이용해 주세요.[행정안전부]","경기도 가평군 ,경기도 연천군 ,경기도 파주시 ,경기도 포천시 ",2025-02-21 5:57,,안전안내,210143,대설,
"오늘 06시20분 대설주의보 발령. 내 집 앞 눈 치우기에 동참해 주세요. 차량 운행은 자제하시고, 출퇴근 시에는 대중교통을 이용해 주세요.[행정안전부]","경기도 동두천시 ,경기도 양주시 ",2025-02-21 6:24,,안전안내,210145,대설,
어제(21일)부터 내린 비와 오늘(22일) 오전 눈예보로 인한 도로결빙이 우려되오니 차량주행 및 보행 낙상사고 등 안전사고에 유의하시기 바랍니다. [남양주시],경기도 남양주시 ,2025-02-21 6:59,,안전안내,210146,기타,
"많은 눈과 비와 함께 기온도 낮아져 도로결빙으로 미끄럼 사고 우려가 높습니다. 감속운행, 차간거리 유지 등 안전운전에 유의 바랍니다.[국토교통부]","강원특별자치도 전체 ,경기도 가평군 ,경기도 동두천시 ,경기도 양주시 ,경기도 연천군 ,경기도 파주시 ,경기도 포천시 ",2025-02-21 6:59,,안전안내,210147,대설,
"현재 내리는 눈과 비로 인해 도로가 미끄럽습니다. 터널 앞, 교량 인근, 고가도로 등은 위험하오니 감속운행 등 교통안전에 유의하시기 바랍니다. [경기도청]",경기도 전체 ,2025-02-21 7:00,,안전안내,210148,대설,
"안양시에서 배회 중인 이안균씨(남,63세)를 찾습니다 -180cm,64kg,검정점퍼,짙은청바지,검정운동화
vo.la/sYHPz / ☎182 [경기남부경찰청]","경기도 안양시 만안구 ,경기도 안양시 동안구 ",2025-02-21 10:29,,안전안내,210153,기타,
"1호선 단전 여파로 동두천~연천 구간 열차운행이 중지되어, 해당구간 전철 시간에 맞추어 연계버스를 운행하니 참고하시기 바랍니다. 1544-7788 [연천군]",경기도 연천군 ,2025-02-21 13:38,,안전안내,210156,교통사고,
"전철 대체버스알림 2월20일(화)부터 연천역 첫차5:40 막차23:30 동두천역 첫차6:10 막차00:20 매시각 10분, 40분 출발 1544-7788[연천군]",경기도 연천군 ,2025-02-21 13:47,,안전안내,210157,교통사고,
"김포지역 평년대비 2배의 강수량과 이상기온으로 공사장, 비탈면 등 재해취약시설 피해발생 우려가 높으므로
현장점검 및 보수 등 안전조치를 당부드립니다.[김포시청]",경기도 김포시 ,2025-02-21 16:37,,안전안내,210163,호우,
"내일 아침까지 많은 눈이 예상됩니다. 차량 운행 시 반드시 서행하시고, 보행 시 미끄럼 주의, 시설물 사전예방 조치 등 각별히 유의하여 주시기 바랍니다.[양주시]",경기도 양주시 ,2025-02-21 17:00,,안전안내,210165,대설,
"내일(22일) 아침까지 많은 눈이 예보됨에 따라 가급적 대중교통 이용, 운전시 서행운전바라며 내 집,내 점포 앞 눈치우기에도 동참하여 주시기 바랍니다. [고양시]",경기도 고양시 ,2025-02-21 17:27,,안전안내,210171,대설,
"오늘 밤부터 내일 새벽 강설 예보에 따라 도로 결빙이 우려됩니다. 가급적 대중교통을 이용하고, 운전 시 감속운행 등 안전사고에 유의 바랍니다.[시흥시청]",경기도 시흥시 ,2025-02-21 17:30,,안전안내,210172,대설,
"내일 오전까지 많은 눈이 예상됩니다. 차량은 감속운행, 안전거리 유지, 보행자는 미끄럼 주의 등 보행안전에 유의하시기 바랍니다. [의정부시]",경기도 의정부시 ,2025-02-21 17:39,,안전안내,210174,대설,
"금일 내리는 비는 밤부터 눈으로 바뀌어 내일 아침까지 내릴 예정이오니, 내일 출근길에는 감속 안전운전하시고 보행자는 미끄럼사고에 주의바랍니다.[광명시청]",경기도 광명시 ,2025-02-21 17:50,,안전안내,210175,대설,
"내일 아침까지 내리는 눈으로 도로결빙이 예상되오니 보행 및 차량운행 시 안전사고에 유의하시고, 내 집, 내 점포 앞 눈 치우기에 동참해주시기 바랍니다.[중랑구청]",서울특별시 중랑구 ,2025-02-21 18:00,,안전안내,210177,대설,
"양천구에서 실종된 김평곤씨(남,77세)를 찾습니다 -168cm,68kg,백발,패딩점퍼,검정운동복바지,비닐우산소지
vo.la/zCdZx / ☎112 [서울경찰청]",서울특별시 양천구 ,2025-02-21 18:22,,안전안내,210181,기타,
"현재 내리는 눈.비로 도로결빙이 우려되오니 ▲차량운행 중 미끄럼사고 주의(터널,교량 등) ▲안전거리 유지 ▲보행 시 낙상사고 주의 등 안전에 유의바랍니다[화성시]",경기도 화성시 ,2025-02-21 18:36,,안전안내,210183,대설,
"오늘 20시00분 대설주의보 발령. 내 집 앞 눈 치우기에 동참해 주세요. 차량 운행은 자제하시고, 출퇴근 시에는 대중교통을 이용해 주세요.[행정안전부]","강원특별자치도 영월군 ,강원특별자치도 원주시 ,경기도 고양시 ,경기도 과천시 ,경기도 광명시 ,경기도 광주시 ,경기도 구리시 ,경기도 군포시 ,경기도 김포시 ,경기도 남양주시 ,경기도 부천시 ,경기도 성남시 ,경기도 시흥시 ,경기도 안산시 ,경기도 안양시 ,경기도 여주시 ,경기도 용인시 ,경기도 의왕시 ,경기도 의정부시 ,경기도 이천시 ,경기도 하남시 ,서울특별시 강남구 ,서울특별시 강동구 ,서울특별시 강북구 ,서울특별시 강서구 ,서울특별시 관악구 ,서울특별시 광진구 ,서울특별시 구로구 ,서울특별시 금천구 ,서울특별시 노원구 ,서울특별시 도봉구 ,서울특별시 동대문구 ,서울특별시 동작구 ,서울특별시 마포구 ,서울특별시 서대문구 ,서울특별시 서초구 ,서울특별시 성동구 ,서울특별시 성북구 ,서울특별시 송파구 ,서울특별시 양천구 ,서울특별시 영등포구 ,서울특별시 용산구 ,서울특별시 은평구 ,서울특별시 종로구 ,서울특별시 중구 ,서울특별시 중랑구 ,인천광역시 강화군 ,인천광역시 계양구 ,인천광역시 미추홀구 ,인천광역시 남동구 ,인천광역시 동구 ,인천광역시 부평구 ,인천광역시 서구 ,인천광역시 연수구 ,인천광역시 중구 ,충청북도 단양군 ,충청북도 제천시 ,충청북도 충주시 ",2025-02-21 19:19,,안전안내,210187,대설,
"금일 20시 대설주의보 발효, 강설로 인한 도로 및 인도 결빙이 우려되오니 감속 운전, 인도 미끄럼주의 등 안전사고에 유의해 주시기 바랍니다.[안산시청]",경기도 안산시 ,2025-02-21 19:43,,안전안내,210190,대설,
"도봉구에서 배회 중인 이장순씨(여,63세)를 찾습니다-157cm,60kg,단발흰머리,맨발,패딩검은조끼,검정바지
vo.la/apkSt / ☎112 [서울경찰청]",서울특별시 도봉구 ,2025-02-21 19:53,,안전안내,210191,기타,
"관내 새벽부터 최대 8cm 눈 예보가 있으니 내집 내점포앞 스스로 눈치우기, 대중교통 이용 등 결빙 안전사고에 유의하시기 바랍니다.[노원구청]",서울특별시 노원구 ,2025-02-21 19:57,,안전안내,210192,대설,
"오늘 20시 대설주의보 발효, 강설로 인한 인도 및 도로 결빙이 우려되오니, 운전 시 감속운행, 보행자 미끄럼 주의 등 안전사고에 유의 바랍니다.[시흥시청]",경기도 시흥시 ,2025-02-21 19:58,,안전안내,210193,대설,
"밤사이 내리는 눈과 비로 인하여 도로가 미끄러우니 차량
   이용 시 감속 운행하여 주시고,운전 및 보행 시 안전에 유의하여 주시기 바랍니다.   [도봉구청]",서울특별시 도봉구 ,2025-02-21 20:01,,안전안내,210194,기타,
"내일 오전까지 비와 눈이 내릴 것으로 예상됨에 따라 도로 결빙이 우려되오니, 보행 및 차량 운행 시 각별히 주의하여 주시기 바랍니다. [오산시]",경기도 오산시 ,2025-02-21 20:17,,안전안내,210196,대설,
"금일 20시부로 대설주의보 발효. 밤새 내린 눈으로 결빙이 우려되오니, 보행 및 차량운행시 안전사고에 유의하시고, 가급적 대중교통을 이용하시기 바랍니다.[구리시]",경기도 구리시 ,2025-02-21 20:55,,안전안내,210198,대설,
"관내 새벽부터 많은 눈 예보가 있으니 내집 내점포앞 스스로 눈치우기, 대중교통 이용 등 결빙 안전사고에 유의하시기 바랍니다.[광진구청]",서울특별시 광진구 ,2025-02-21 21:04,,안전안내,210199,대설,
"24.2.21.(수) 20시부로 대설주의보 발효. 밤새 내린 눈으로 결빙이 우려되오니, 보행 및 차량운행시 안전사고에 유의하시기 바랍니다.[군포시]",경기도 군포시 ,2025-02-21 21:19,,안전안내,210200,대설,
"내일 오전까지 눈,비로 가시거리가 짧고 미끄러울 수 있으니 교통안전 및 보행에 주의하시기 바랍니다. [영등포구]",서울특별시 영등포구 ,2025-02-21 21:51,,안전안내,210203,대설,
"대설주의보 발효중입니다. 도로 및 인도 결빙이 우려되오니 감속 운전, 보행시 미끄럼주의 등 안전사고에 주의하시고, 가급적 대중교통 이용을 당부드립니다.[안산시청]",경기도 안산시 ,2025-02-22 6:09,,안전안내,210211,대설,
"지속되는 강설과 기온 강하로 도로결빙 등 안전사고가 우려되오니 도로운행 및 보행안전에 각별히 유의바라며, 내 집(점포) 앞 눈치우기에 적극 참여바랍니다.[양평군]",경기도 양평군 ,2025-02-22 6:11,,안전안내,210212,대설,
"지난 밤사이 김포 전역에 강설로 눈이 많이 쌓였으니 낙상사고와 보행 안전에 각별히 유의하시기 바라며, 가급적 대중교통을 이용하시기 바랍니다. [김포시청]",경기도 김포시 ,2025-02-22 6:21,,안전안내,210214,대설,
"성동구 전역에 대설주의보 발효. 출근길 대중교통 이용, 눈길 미끄럼 주의 등 안전에 유의 바랍니다.[성동구청]",서울특별시 성동구 ,2025-02-22 6:30,,안전안내,210215,대설,
금일 내린 눈으로 인해 도로와 보도 결빙이 우려되오니 외출시 대중교통을 이용해 주시고 보행시 빙판길 낙상사고에 유의하시기 바랍니다.[강동구],서울특별시 강동구 ,2025-02-22 6:30,,안전안내,210216,대설,
"대설주의보 발효중으로, 도로결빙이 우려되오니 대중교통을 이용해 주시기 바라며, 감속 운전, 보행 시 미끄럼 주의 등 안전사고에 유의하시기 바랍니다.[시흥시청]",경기도 시흥시 ,2025-02-22 6:48,,안전안내,210219,대설,
"어제부터 내린 눈으로 인한 도로 결빙이 우려되니 출, 퇴근 시 가급적 대중교통을 이용하시고, 운전 및 보행시 서행과 낙상사고에 유의하시기 바랍니다.. [남양주시]",경기도 남양주시 ,2025-02-22 6:49,,안전안내,210220,대설,
"밤새 내린 눈으로 도로가 미끄러우니 감속 안전운전하시고 보행자 미끄럼사고에 유의하시기 바라며, 가급적 대중교통을 이용하여 주시기 바랍니다.[광명시청]",경기도 광명시 ,2025-02-22 6:51,,안전안내,210222,대설,
"어제부터 내린 눈으로 인해 터널 앞, 교량 위, 응달진 곳은 블랙아이스 차량 사고 및 보행자 낙상사고 등 안전사고에 주의하시기 바랍니다. [용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-02-22 6:55,,안전안내,210223,대설,
"동대문구 전역에 대설주의보 발효. 도로와 보도 결빙이 우려되오니 출근길 대중교통이용, 눈길 미끄럼 주의 등 안전에 유의 바랍니다. [동대문구청]",서울특별시 동대문구 ,2025-02-22 6:58,,안전안내,210224,대설,
대설주의보 발효 중 ▲출근길 감속 및 안전거리 확보▲대중교통 이용 권고▲보행 시 낙상주의▲내 집·점포 앞 눈치우기에 적극 동참 바랍니다. [화성시],경기도 화성시 ,2025-02-22 7:00,,안전안내,210225,대설,
"대설주의보 발효중으로, 도로결빙이 우려되오니 대중교통을 이용해 주시기 바라며, 감속 운전, 보행 시 미끄럼 주의 등 안전사고에 유의하시기 바랍니다. [양주시]",경기도 양주시 ,2025-02-22 7:01,,안전안내,210228,대설,
"도내 많은 눈이 내리고 있습니다. 미끄럼 사고가 우려되오니 가급적 대중교통을 이용하시고, 안전운전과 보행자 낙상사고에 주의하시기 바랍니다. [경기도청]",경기도 전체 ,2025-02-22 7:02,,안전안내,210230,대설,
"안양시 지역 6.1cm의 많은 눈이 내렸습니다. ▲교량구간 감속운행 ▲대중교통 이용하기 ▲내 집, 내 점포 앞 눈치우기 등 적극 협조 바랍니다.[안양시청]","경기도 안양시 만안구 ,경기도 안양시 동안구 ",2025-02-22 7:07,,안전안내,210232,대설,
"오산시 대설주의보 발효 중, 도로 결빙이 우려되므로 출근 시 가급적 대중교통을 이용하시기 바라며 도로 보행 및 운전에 주의하여 주시기 바랍니다. [오산시]",경기도 오산시 ,2025-02-22 7:08,,안전안내,210233,대설,
"의왕시 대설주의보 발효 중, 도로 결빙이 우려되므로 보행 및 운전에 주의하시기 바라며, 내 집·점포 앞 눈쓸기에 동참해주시 바랍니다. [의왕시]",경기도 의왕시 ,2025-02-22 7:17,,안전안내,210235,대설,
"많은 눈과 비가 내려 도로결빙으로 인한 차량 미끄럼 사고 우려가 높습니다. 감속운행, 차간거리 유지 등 안전운전에 유의 바랍니다 [국토교통부]","강원특별자치도 전체 ,경기도 전체 ,경상북도 전체 ,서울특별시 전체 ,인천광역시 전체 ,충청남도 전체 ,충청북도 전체 ,세종특별자치시  ",2025-02-22 7:19,,안전안내,210236,대설,
"오늘 05시경 성주로 166 앞 차량 사고로 도로 양방향 차량통행이 어려우니 우회도로 이용바라며, 인근 주민은 안전에 유의바랍니다.[부천시청]","경기도 부천시 소사구 심곡본동,경기도 부천시 소사구 송내동",2025-02-22 7:24,,안전안내,210238,교통사고,
"밤사이 강설로 인해 미끄럼 사고 우려가 있으니, 보행 및 운전 시 안전사고에 유의하시고, 내 집 앞 눈 치우기에 동참해 주시기 바랍니다.[부천시청]","경기도 부천시 원미구 심곡동,경기도 부천시 원미구 원미동,경기도 부천시 원미구 소사동,경기도 부천시 원미구 역곡동,경기도 부천시 원미구 춘의동,경기도 부천시 원미구 도당동,경기도 부천시 원미구 약대동,경기도 부천시 원미구 중동,경기도 부천시 원미구 상동,경기도 부천시 소사구 심곡본동,경기도 부천시 소사구 소사본동,경기도 부천시 소사구 범박동,경기도 부천시 소사구 계수동,경기도 부천시 소사구 옥길동,경기도 부천시 소사구 괴안동,경기도 부천시 소사구 송내동,경기도 부천시 오정구 여월동,경기도 부천시 오정구 작동,경기도 부천시 오정구 원종동,경기도 부천시 오정구 오정동,경기도 부천시 오정구 고강동,경기도 부천시 오정구 대장동,경기도 부천시 오정구 삼정동,경기도 부천시 오정구 내동",2025-02-22 7:40,,안전안내,210244,대설,
밤사이 내린 눈으로 도로가 결빙되어 미끄럼 사고가 우려되니 감속운전 및 낙상사고 등 안전에 유의하시기 바랍니다.[가평군],경기도 가평군 ,2025-02-22 7:44,,안전안내,210246,대설,
"밤사이 내린 눈으로 결빙이 예상되오니 ▲소요산, 왕방산 등 입산자제 ▲대중교통 이용하기 ▲내 집, 내 점포 앞 눈치우기 등 적극 협조 바랍니다. [동두천시]",경기도 동두천시 ,2025-02-22 7:46,,안전안내,210247,대설,
금일 내린 눈으로 인해 도로와 보도 결빙 우려 외출 자제 낙상사고 유의해 시고 대중교통 이용 내 집 앞 눈 쓸기에 적극 참여하여 주시기 바랍니다.[용산구청],서울특별시 용산구 ,2025-02-22 8:10,,안전안내,210248,대설,
현재 폭설로 인하여 아차산내 나무들이 눈무게로 부러지고 쓰러질 우려가 있어 주등산로 등을 통제하오니 유념하여 주시기 바랍니다. .[광진구청],서울특별시 광진구 ,2025-02-22 8:22,,안전안내,210249,대설,
금일 서울지역에 고드름 낙하 및 나무 쓰러짐 등으로 인해 안전사고가 우려되오니 야외활동 및 차량 운행 시 주의 바랍니다. [서울특별시청],서울특별시 전체 ,2025-02-22 10:14,,안전안내,210257,대설,
"금일 여의도지역 등 고층건물 주변 고드름 낙하로 인한 안전사고가 우려되오니, 보행 및 차량운행시 주의하시기 바랍니다. [영등포구]",서울특별시 영등포구 ,2025-02-22 10:48,,안전안내,210258,기타,
금일 신대방2동 롯데타워아파트 및 삼성쉐르빌 일대 얼음덩어리 낙하로 인하여 안전사고가 우려되오니 차량통행 및 보행자 접근을 자제하여 주시기 바랍니다. [동작구청],서울특별시 동작구 ,2025-02-22 12:49,,안전안내,210261,교통,
"현재 서울지역 고층건물 주변 등에 고드름이 녹아 낙하로 인한 안전사고가 우려되오니, 야외활동 및 차량 운행 시 주의 바랍니다. [서울특별시청]",서울특별시 전체 ,2025-02-22 14:45,,안전안내,210263,대설,
"오늘밤 기온 하강으로 낮에 녹은 눈이 다시 얼어 도로 및 인도, 자전거 도로 등 미끄럼 사고가 예상됩니다.
외출자제 등 안전에 유의하기 바랍니다.  [과천시]",경기도 과천시 ,2025-02-22 21:10,,안전안내,210272,대설,
"어제 내린 눈과 비가 다시 얼어 도로 결빙이 예상됩니다. 터널 앞, 교량 인근, 고가도로 등은 위험하오니 감속운행 등 교통안전에 유의하시기 바랍니다. [시흥시청]",경기도 시흥시 ,2025-02-23 6:40,,안전안내,210276,대설,
낮은 기온으로 도로 결빙이 우려되오니 차량 사고 및 보행자 낙상사고 등 안전사고에 주의하시기 바랍니다. [남양주시],경기도 남양주시 ,2025-02-23 6:55,,안전안내,210277,기타,
"어제 내린 눈으로 인해 터널 앞, 교량 위, 응달진 곳은 블랙아이스 차량 사고 및 보행자 낙상사고 등 안전사고에 주의하시기 바랍니다. [용인특례시]","경기도 용인시 처인구 ,경기도 용인시 기흥구 ,경기도 용인시 수지구 ",2025-02-23 6:55,,안전안내,210278,대설,
어제 녹았던 눈이 다시 얼어 도로 살얼음이 예상됩니다. 결빙으로 인한 미끄럼 사고가 우려되오니 감속운행 등 교통안전에 유의하시기 바랍니다. [경기도청],경기도 전체 ,2025-02-23 7:00,,안전안내,210280,대설,
"어제 내린 눈, 비가 영하의 날씨로 결빙이 우려되오니, 감속운전, 인도 미끄럼주의 등 안전사고에 유의하시고, 가급적 대중교통을 이용해주시기 바랍니다.[안산시청]",경기도 안산시 ,2025-02-23 7:01,,안전안내,210281,대설,
"고삼면 가유리 397-3번지, 가사교차로, 일죽고은리 952-2번지 인근 블랙아이스로 인한 다중추돌사고로 피하여 우회하여 안전운행 하시기 바랍니다[안성시청]",경기도 안성시 ,2025-02-23 7:45,,안전안내,210284,교통사고,
"서대문구에서 목격된 도예은(여,17세)을 찾습니다-168cm,55kg,회색후드,회색바지,주황색슬리퍼(흰색운동화) vo.la/MgVtk / ☎182 [서울경찰청]",서울특별시 서대문구 ,2025-02-23 11:44,,안전안내,210290,기타,
"동작구에서 목격된 도예은(여,17세)을 찾습니다-168cm,55kg,회색후드,회색바지,주황색슬리퍼(흰색운동화) vo.la/MgVtk / ☎182 [서울경찰청]",서울특별시 동작구 ,2025-02-23 11:46,,안전안내,210291,기타,
"김포지역 아파트 등 주거지와 공장화재가 빈번히 발생하고 있습니다. 
부주의와 전기적 요인 사전 제거로 인명 및 재산피해를 예방하시기 바랍니다. [김포시청]",경기도 김포시 ,2025-02-23 15:01,,안전안내,210294,화재,
"전철 운행 중단 대체버스 시간 알림
연천역 첫차5:40 막차23:30 동두천역 첫차6:10 막차00:20 매 시각 10분, 40분 출발1544-7788 [연천군]",경기도 연천군 ,2025-02-23 17:22,,안전안내,210300,교통사고,
"연천~동두천 전철 운행 중단으로 매 시각 10분, 40분에 연천역, 동두천역에서 무료 대체버스가 출발하오니 참고하시기 바랍니다.1544-7788 [연천군]",경기도 연천군 ,2025-02-23 17:22,,안전안내,210301,교통사고,
오늘 17시 45분경 신림선 관제시스템 제어불능으로 인한 운행중단 발생. 열차 지연이 예상되니 운행 상황을 확인하신 후 열차를 이용해 주세요. [남서울경전철㈜],서울특별시 전체 ,2025-02-23 18:21,,안전안내,210303,교통사고,
오늘 18시 21분경 신림선 관제시스템 복구 및 열차운행재개[남서울경전철㈜],서울특별시 전체 ,2025-02-23 18:30,,안전안내,210304,교통사고,
오늘 19시 15분 서초구 방배동 603 화재 발생. 인근 주민들은 안전사고 발생에 주의하시기 바랍니다. [서초구],서울특별시 서초구 방배동,2025-02-23 20:09,,안전안내,210305,화재,
"안성시 주민인 서준호씨(남,55세)를 찾습니다-175cm,65kg,검정색점퍼,검정바지,검정운동화 vo.la/MBuer / ☎112 [경기남부경찰청]","경기도 안성시 ,경기도 평택시 ",2025-02-23 20:13,,안전안내,210306,기타,
"성남시에서 실종된 김재원(남,10세)을 찾습니다-133cm,34kg,베이지색양털잠바,남색바지,하늘색안경 vo.la/HAuBt / ☎112 [경기남부경찰청]","경기도 성남시 수정구 ,경기도 성남시 중원구 ,경기도 성남시 분당구 ",2025-02-23 20:31,,안전안내,210307,기타,
